SaleID,OrderDate,ProductID,CustomerID,Region,Quantity,UnitPrice,Discount,TotalAmount,TotalCost,Profit
1,2023-11-06,1012,10091,North,5,265.15,0.1,1193.18,750.0,443.18
2,2023-07-11,1008,10119,South,3,115.4,0.0,346.2,180.0,166.2
3,2023-11-29,1002,10036,East,1,1074.72,0.05,1020.98,700.0,320.98
4,2023-10-12,1026,10087,East,1,76.36,0.0,76.36,35.0,41.36
5,2023-03-01,1004,10054,Central,2,823.26,0.0,1646.52,1000.0,646.52
6,2023-12-26,1006,10055,South,2,1037.24,0.1,1867.03,1300.0,567.03
7,2023-11-03,1006,10016,East,1,958.85,0.15,815.02,650.0,165.02
8,2023-11-09,1023,10111,North,5,38.47,0.05,182.73,90.0,92.73
9,2023-03-16,1019,10069,North,2,18.87,0.0,37.74,10.0,27.74
10,2023-07-14,1011,10147,East,5,219.79,0.1,989.06,550.0,439.06
11,2023-06-18,1025,10088,South,7,58.57,0.05,389.49,175.0,214.49
12,2023-12-15,1002,10029,West,2,964.89,0.05,1833.29,1400.0,433.29
13,2023-09-23,1023,10108,Central,7,39.58,0.05,263.21,126.0,137.21
14,2023-11-19,1002,10008,North,1,967.61,0.05,919.23,700.0,219.23
15,2023-07-12,1009,10113,North,3,88.84,0.0,266.52,120.0,146.52
16,2023-04-27,1002,10057,East,8,985.37,0.05,7488.81,5600.0,1888.81
17,2023-08-19,1026,10006,North,5,80.23,0.0,401.15,175.0,226.15
18,2023-02-11,1024,10078,South,1,48.18,0.05,45.77,20.0,25.77
19,2023-11-21,1014,10073,West,2,439.62,0.05,835.28,560.0,275.28
20,2023-09-18,1005,10037,North,2,515.15,0.0,1030.3,560.0,470.3
21,2023-11-02,1007,10017,West,7,29.25,0.0,204.75,70.0,134.75
22,2023-06-13,1010,10093,North,1,199.17,0.05,189.21,110.0,79.21
23,2023-12-25,1008,10069,West,3,112.13,0.05,319.57,180.0,139.57
24,2023-12-07,1001,10046,West,2,1323.23,0.0,2646.46,1800.0,846.46
25,2023-11-07,1016,10085,North,2,127.18,0.0,254.36,140.0,114.36
26,2023-04-14,1015,10148,East,2,150.24,0.0,300.48,160.0,140.48
27,2023-07-19,1023,10131,East,2,36.84,0.0,73.68,36.0,37.68
28,2023-01-30,1011,10040,Central,3,200.65,0.05,571.85,330.0,241.85
29,2023-03-28,1008,10056,North,2,119.69,0.0,239.38,120.0,119.38
30,2023-10-08,1012,10121,West,2,257.22,0.0,514.44,300.0,214.44
31,2023-10-29,1005,10020,East,3,485.74,0.0,1457.22,840.0,617.22
32,2023-12-24,1015,10145,Central,2,154.21,0.0,308.42,160.0,148.42
33,2023-06-03,1019,10062,West,4,18.57,0.0,74.28,20.0,54.28
34,2023-06-18,1004,10075,South,3,820.82,0.25,1846.84,1500.0,346.84
35,2023-07-20,1008,10146,North,3,122.74,0.05,349.81,180.0,169.81
36,2023-04-12,1022,10030,East,1,13.65,0.05,12.97,4.0,8.97
37,2023-03-17,1012,10025,Central,1,264.81,0.0,264.81,150.0,114.81
38,2023-07-22,1012,10134,East,5,255.66,0.15,1086.55,750.0,336.55
39,2023-04-27,1018,10109,East,5,70.32,0.05,334.02,150.0,184.02
40,2023-10-03,1014,10061,East,1,436.39,0.0,436.39,280.0,156.39
41,2023-07-10,1002,10016,South,2,995.55,0.1,1791.99,1400.0,391.99
42,2023-11-22,1020,10082,Central,2,29.07,0.0,58.14,20.0,38.14
43,2023-10-13,1024,10115,North,4,48.96,0.2,156.67,80.0,76.67
44,2023-05-29,1002,10008,East,1,1010.42,0.0,1010.42,700.0,310.42
45,2023-11-22,1003,10033,Central,7,1122.1,0.1,7069.23,5740.0,1329.23
46,2023-11-15,1017,10053,South,1,58.02,0.2,46.42,25.0,21.42
47,2023-06-24,1014,10043,East,7,458.62,0.05,3049.82,1960.0,1089.82
48,2023-05-20,1009,10084,West,1,87.9,0.15,74.72,40.0,34.72
49,2023-10-07,1013,10148,North,2,393.05,0.0,786.1,500.0,286.1
50,2023-03-22,1017,10104,South,2,57.51,0.05,109.27,50.0,59.27
51,2023-04-16,1012,10078,West,2,255.43,0.0,510.86,300.0,210.86
52,2023-01-06,1004,10143,North,8,774.38,0.0,6195.04,4000.0,2195.04
53,2023-11-10,1002,10123,South,2,1020.86,0.05,1939.63,1400.0,539.63
54,2023-10-01,1010,10088,East,1,196.32,0.05,186.5,110.0,76.5
55,2023-10-15,1024,10008,Central,8,47.41,0.05,360.32,160.0,200.32
56,2023-11-08,1013,10041,North,1,396.57,0.0,396.57,250.0,146.57
57,2023-07-17,1008,10139,East,1,114.01,0.0,114.01,60.0,54.01
58,2023-08-24,1023,10084,West,1,38.0,0.0,38.0,18.0,20.0
59,2023-03-22,1009,10139,South,2,92.62,0.05,175.98,80.0,95.98
60,2023-03-10,1012,10011,East,6,250.55,0.0,1503.3,900.0,603.3
61,2023-10-03,1003,10028,East,1,1145.05,0.0,1145.05,820.0,325.05
62,2023-07-21,1018,10023,Central,4,73.57,0.2,235.42,120.0,115.42
63,2023-08-23,1017,10015,West,2,59.44,0.25,89.16,50.0,39.16
64,2023-11-04,1020,10053,East,1,28.56,0.05,27.13,10.0,17.13
65,2023-09-19,1008,10150,North,4,111.9,0.0,447.6,240.0,207.6
66,2023-08-18,1010,10004,South,4,200.0,0.05,760.0,440.0,320.0
67,2023-08-20,1004,10141,Central,3,780.6,0.05,2224.71,1500.0,724.71
68,2023-05-26,1025,10012,East,1,59.99,0.0,59.99,25.0,34.99
69,2023-01-21,1002,10003,South,1,978.73,0.25,734.05,700.0,34.05
70,2023-07-10,1015,10002,West,4,150.24,0.0,600.96,320.0,280.96
71,2023-04-22,1017,10116,Central,3,61.56,0.0,184.68,75.0,109.68
72,2023-07-01,1004,10028,North,2,815.09,0.05,1548.67,1000.0,548.67
73,2023-11-28,1009,10017,Central,1,85.48,0.15,72.66,40.0,32.66
74,2023-04-30,1001,10124,South,4,1302.47,0.1,4688.89,3600.0,1088.89
75,2023-02-08,1013,10097,East,1,410.53,0.0,410.53,250.0,160.53
76,2023-05-18,1026,10053,South,3,75.4,0.1,203.58,105.0,98.58
77,2023-05-22,1010,10115,North,4,209.07,0.15,710.84,440.0,270.84
78,2023-09-30,1026,10136,South,1,79.33,0.1,71.4,35.0,36.4
79,2023-08-20,1003,10081,Central,3,1169.89,0.0,3509.67,2460.0,1049.67
80,2023-11-09,1009,10133,Central,3,88.08,0.05,251.03,120.0,131.03
81,2023-10-01,1023,10052,South,3,39.05,0.1,105.43,54.0,51.43
82,2023-06-30,1022,10130,West,6,13.62,0.0,81.72,24.0,57.72
83,2023-11-17,1008,10097,West,3,124.52,0.05,354.88,180.0,174.88
84,2023-04-03,1016,10032,East,1,135.94,0.05,129.14,70.0,59.14
85,2023-01-16,1023,10095,Central,2,41.51,0.05,78.87,36.0,42.87
86,2023-02-26,1019,10052,North,3,17.99,0.0,53.97,15.0,38.97
87,2023-10-21,1015,10011,Central,2,150.47,0.0,300.94,160.0,140.94
88,2023-07-18,1004,10071,East,4,809.36,0.05,3075.57,2000.0,1075.57
89,2023-03-31,1002,10010,North,1,977.85,0.0,977.85,700.0,277.85
90,2023-07-30,1015,10065,West,1,150.67,0.0,150.67,80.0,70.67
91,2023-03-27,1012,10135,Central,1,247.84,0.0,247.84,150.0,97.84
92,2023-10-12,1006,10012,South,6,1043.1,0.0,6258.6,3900.0,2358.6
93,2023-07-13,1007,10102,East,4,27.67,0.05,105.15,40.0,65.15
94,2023-06-22,1009,10036,Central,3,89.67,0.25,201.76,120.0,81.76
95,2023-05-25,1012,10090,East,2,265.13,0.0,530.26,300.0,230.26
96,2023-09-17,1009,10094,South,6,87.4,0.0,524.4,240.0,284.4
97,2023-06-15,1009,10114,West,6,92.66,0.0,555.96,240.0,315.96
98,2023-02-25,1003,10102,North,2,1087.04,0.05,2065.38,1640.0,425.38
99,2023-03-12,1022,10038,South,4,13.99,0.05,53.16,16.0,37.16
100,2023-12-23,1014,10055,Central,6,426.28,0.15,2174.03,1680.0,494.03
101,2023-12-11,1004,10086,North,2,780.46,0.05,1482.87,1000.0,482.87
102,2023-10-13,1010,10045,East,2,196.05,0.0,392.1,220.0,172.1
103,2023-05-12,1010,10127,West,3,195.69,0.0,587.07,330.0,257.07
104,2023-12-25,1014,10088,East,2,466.12,0.05,885.63,560.0,325.63
105,2023-11-07,1014,10103,South,4,433.21,0.0,1732.84,1120.0,612.84
106,2023-10-19,1015,10100,Central,3,142.05,0.0,426.15,240.0,186.15
107,2023-07-14,1017,10054,Central,1,58.24,0.0,58.24,25.0,33.24
108,2023-05-14,1003,10107,Central,2,1153.91,0.05,2192.43,1640.0,552.43
109,2023-03-02,1007,10098,North,4,29.44,0.05,111.87,40.0,71.87
110,2023-12-09,1001,10122,Central,1,1343.96,0.1,1209.56,900.0,309.56
111,2023-07-16,1011,10051,East,2,186.16,0.0,372.32,220.0,152.32
112,2023-04-17,1010,10088,West,1,209.08,0.15,177.72,110.0,67.72
113,2023-05-27,1018,10135,South,5,67.31,0.05,319.72,150.0,169.72
114,2023-08-28,1004,10057,East,1,792.33,0.1,713.1,500.0,213.1
115,2023-04-07,1015,10126,West,1,149.1,0.05,141.64,80.0,61.64
116,2023-11-29,1007,10053,East,5,27.11,0.1,122.0,50.0,72.0
117,2023-11-02,1009,10020,East,1,87.85,0.05,83.46,40.0,43.46
118,2023-10-20,1017,10006,South,4,60.76,0.0,243.04,100.0,143.04
119,2023-07-08,1002,10074,Central,2,1017.92,0.0,2035.84,1400.0,635.84
120,2023-09-16,1008,10063,North,5,117.21,0.2,468.84,300.0,168.84
121,2023-08-30,1009,10038,South,1,89.57,0.05,85.09,40.0,45.09
122,2023-09-25,1017,10131,Central,1,59.82,0.1,53.84,25.0,28.84
123,2023-02-23,1005,10126,East,1,495.13,0.15,420.86,280.0,140.86
124,2023-07-03,1025,10095,North,7,59.87,0.0,419.09,175.0,244.09
125,2023-01-29,1026,10116,North,5,77.1,0.15,327.68,175.0,152.68
126,2023-07-28,1021,10089,Central,2,23.32,0.0,46.64,14.0,32.64
127,2023-06-04,1007,10097,Central,1,28.74,0.0,28.74,10.0,18.74
128,2023-03-24,1016,10034,South,1,119.66,0.05,113.68,70.0,43.68
129,2023-03-05,1002,10003,South,1,1019.78,0.1,917.8,700.0,217.8
130,2023-08-31,1022,10090,South,1,14.03,0.05,13.33,4.0,9.33
131,2023-04-04,1012,10018,Central,6,257.27,0.0,1543.62,900.0,643.62
132,2023-12-15,1004,10028,North,1,818.09,0.05,777.19,500.0,277.19
133,2023-08-29,1008,10078,North,6,120.38,0.1,650.05,360.0,290.05
134,2023-06-10,1020,10052,South,1,29.93,0.05,28.43,10.0,18.43
135,2023-09-01,1022,10060,Central,5,14.66,0.0,73.3,20.0,53.3
136,2023-01-16,1012,10088,North,2,261.57,0.0,523.14,300.0,223.14
137,2023-12-22,1011,10128,South,1,194.7,0.05,184.96,110.0,74.96
138,2023-07-24,1018,10007,North,5,70.5,0.0,352.5,150.0,202.5
139,2023-11-09,1021,10042,South,2,23.48,0.1,42.26,14.0,28.26
140,2023-02-22,1019,10047,West,6,18.57,0.0,111.42,30.0,81.42
141,2023-07-26,1009,10037,North,4,88.22,0.05,335.24,160.0,175.24
142,2023-07-27,1015,10014,East,8,154.18,0.15,1048.42,640.0,408.42
143,2023-12-17,1022,10041,North,5,14.32,0.05,68.02,20.0,48.02
144,2023-08-25,1004,10025,North,1,820.23,0.1,738.21,500.0,238.21
145,2023-07-21,1009,10132,East,2,89.33,0.0,178.66,80.0,98.66
146,2023-05-12,1002,10053,South,4,1016.07,0.0,4064.28,2800.0,1264.28
147,2023-06-05,1009,10052,West,2,90.6,0.1,163.08,80.0,83.08
148,2023-08-06,1019,10104,North,3,18.61,0.15,47.46,15.0,32.46
149,2023-07-11,1005,10090,North,1,507.81,0.05,482.42,280.0,202.42
150,2023-01-15,1013,10041,Central,4,398.95,0.0,1595.8,1000.0,595.8
151,2023-11-20,1001,10045,East,2,1283.22,0.0,2566.44,1800.0,766.44
152,2023-12-08,1023,10004,Central,1,38.58,0.1,34.72,18.0,16.72
153,2023-03-22,1021,10033,North,7,23.6,0.05,156.94,49.0,107.94
154,2023-08-19,1012,10060,South,5,256.82,0.0,1284.1,750.0,534.1
155,2023-03-07,1017,10064,West,2,58.99,0.05,112.08,50.0,62.08
156,2023-10-04,1003,10034,South,1,1172.94,0.0,1172.94,820.0,352.94
157,2023-05-18,1021,10131,South,4,25.09,0.0,100.36,28.0,72.36
158,2023-09-29,1017,10117,North,1,60.01,0.15,51.01,25.0,26.01
159,2023-10-23,1003,10066,South,3,1154.04,0.05,3289.01,2460.0,829.01
160,2023-11-05,1026,10124,West,5,74.26,0.0,371.3,175.0,196.3
161,2023-03-07,1001,10047,South,2,1393.27,0.15,2368.56,1800.0,568.56
162,2023-12-12,1015,10101,North,2,145.84,0.25,218.76,160.0,58.76
163,2023-04-28,1004,10119,West,1,782.81,0.15,665.39,500.0,165.39
164,2023-01-26,1017,10092,West,2,61.24,0.1,110.23,50.0,60.23
165,2023-08-19,1002,10047,East,3,966.0,0.2,2318.4,2100.0,218.4
166,2023-06-18,1002,10110,South,1,1010.14,0.0,1010.14,700.0,310.14
167,2023-11-21,1011,10017,West,7,196.24,0.15,1167.63,770.0,397.63
168,2023-11-15,1026,10057,West,4,78.4,0.0,313.6,140.0,173.6
169,2023-05-31,1007,10128,East,1,29.04,0.0,29.04,10.0,19.04
